today,alright
*sigh*,,mm
can't,mm
really,mm
think,mm
anything,mm
mean,,mm
even,mm
like,mm
that,,mm
bad,mm
decision,mm
made,,mm
know,mm
value,mm
*sigh*,mm
can't,mm
really,mm
say,mm
would,mm
want,mm
something,mm
erased,mm
mean,mm
maybe,mm
like,mm
raped,mm
something,mm
mm,really
mm,*sigh*
mm,horrifying
mm,would
really,easy
really,get
really,good
really,night's
really,sleep
*sigh*,easy
*sigh*,get
*sigh*,good
*sigh*,night's
*sigh*,sleep
horrifying,easy
horrifying,get
horrifying,good
horrifying,night's
horrifying,sleep
would,easy
would,get
would,good
would,night's
would,sleep
easy,*sigh*
easy,well
easy,talking
easy,sleep,
easy,deep
easy,sleep
easy,i'm
easy,deep
easy,sleep
easy,lot
easy,but,
easy,never
easy,feel
easy,rested
easy,that's
easy,um,
easy,medical
easy,problem
easy,mine
get,*sigh*
get,well
get,talking
get,sleep,
get,deep
get,sleep
get,i'm
get,deep
get,sleep
get,lot
get,but,
get,never
get,feel
get,rested
get,that's
get,um,
get,medical
get,problem
get,mine
good,*sigh*
good,well
good,talking
good,sleep,
good,deep
good,sleep
good,i'm
good,deep
good,sleep
good,lot
good,but,
good,never
good,feel
good,rested
good,that's
good,um,
good,medical
good,problem
good,mine
night's,*sigh*
night's,well
night's,talking
night's,sleep,
night's,deep
night's,sleep
night's,i'm
night's,deep
night's,sleep
night's,lot
night's,but,
night's,never
night's,feel
night's,rested
night's,that's
night's,um,
night's,medical
night's,problem
night's,mine
sleep,*sigh*
sleep,well
sleep,talking
sleep,sleep,
sleep,deep
sleep,sleep
sleep,i'm
sleep,deep
sleep,sleep
sleep,lot
sleep,but,
sleep,never
sleep,feel
sleep,rested
sleep,that's
sleep,um,
sleep,medical
sleep,problem
sleep,mine
*sigh*,tell
well,tell
talking,tell
sleep,,tell
deep,tell
sleep,tell
i'm,tell
deep,tell
sleep,tell
lot,tell
but,,tell
never,tell
feel,tell
rested,tell
that's,tell
um,,tell
medical,tell
problem,tell
mine,tell
tell,well
tell,always
tell,feel,
tell,like
tell,slept
tell,two
tell,day
tell,and,
tell,um,
tell,point
tell,day,
tell,would
tell,say
tell,day
tell,point
tell,day
tell,really
tell,feel
tell,alert
tell,alive
tell,and,
tell,rested
tell,they're
tell,short-lived,
tell,sleep
tell,lot
tell,sleep
well,feeling
well,lately
always,feeling
always,lately
feel,,feeling
feel,,lately
like,feeling
like,lately
slept,feeling
slept,lately
two,feeling
two,lately
day,feeling
day,lately
and,,feeling
and,,lately
um,,feeling
um,,lately
point,feeling
point,lately
day,,feeling
day,,lately
would,feeling
would,lately
say,feeling
say,lately
day,feeling
day,lately
point,feeling
point,lately
day,feeling
day,lately
really,feeling
really,lately
feel,feeling
feel,lately
alert,feeling
alert,lately
alive,feeling
alive,lately
and,,feeling
and,,lately
rested,feeling
rested,lately
they're,feeling
they're,lately
short-lived,,feeling
short-lived,,lately
sleep,feeling
sleep,lately
lot,feeling
lot,lately
sleep,feeling
sleep,lately
feeling,uh
feeling,pretty
feeling,crappy
feeling,*laughter*
feeling,physically
feeling,pretty
feeling,crappy,
feeling,yeah
lately,uh
lately,pretty
lately,crappy
lately,*laughter*
lately,physically
lately,pretty
lately,crappy,
lately,yeah
uh,i'm
uh,sorry
uh,hear
pretty,i'm
pretty,sorry
pretty,hear
crappy,i'm
crappy,sorry
crappy,hear
*laughter*,i'm
*laughter*,sorry
*laughter*,hear
physically,i'm
physically,sorry
physically,hear
pretty,i'm
pretty,sorry
pretty,hear
crappy,,i'm
crappy,,sorry
crappy,,hear
yeah,i'm
yeah,sorry
yeah,hear
i'm,well
i'm,thanks
i'm,*laughter*
sorry,well
sorry,thanks
sorry,*laughter*
hear,well
hear,thanks
hear,*laughter*
well,ever
well,diagnosed
well,ptsd
thanks,ever
thanks,diagnosed
thanks,ptsd
*laughter*,ever
*laughter*,diagnosed
*laughter*,ptsd
ever,no,
diagnosed,no,
ptsd,no,
no,,diagnosed
no,,depression
diagnosed,officially
diagnosed,diagnosed
diagnosed,depression
diagnosed,um,
diagnosed,that's,
diagnosed,that's
diagnosed,usually
diagnosed,doctors,
diagnosed,um,
diagnosed,like
diagnosed,sleeping
diagnosed,problem
diagnosed,diagnosed
diagnosed,i'm
diagnosed,i'm
diagnosed,process
diagnosed,really
diagnosed,working
diagnosed,get
diagnosed,diagnosed
diagnosed,um
diagnosed,that's
diagnosed,first
diagnosed,thing
diagnosed,try
diagnosed,and,
diagnosed,figure
diagnosed,they've
diagnosed,given
diagnosed,like
diagnosed,depression
diagnosed,drug
diagnosed,helped
diagnosed,sleep
depression,officially
depression,diagnosed
depression,depression
depression,um,
depression,that's,
depression,that's
depression,usually
depression,doctors,
depression,um,
depression,like
depression,sleeping
depression,problem
depression,diagnosed
depression,i'm
depression,i'm
depression,process
depression,really
depression,working
depression,get
depression,diagnosed
depression,um
depression,that's
depression,first
depression,thing
depression,try
depression,and,
depression,figure
depression,they've
depression,given
depression,like
depression,depression
depression,drug
depression,helped
depression,sleep
officially,see
diagnosed,see
depression,see
um,,see
that's,,see
that's,see
usually,see
doctors,,see
um,,see
like,see
sleeping,see
problem,see
diagnosed,see
i'm,see
i'm,see
process,see
really,see
working,see
get,see
diagnosed,see
um,see
that's,see
first,see
thing,see
try,see
and,,see
figure,see
they've,see
given,see
like,see
depression,see
drug,see
helped,see
sleep,see
feel,*sigh*
feel,*sigh*,
feel,would
feel,say
feel,feel
feel,sometimes
feel,well,
feel,life
feel,strange
feel,right
feel,lot
feel,reason
feel,feel
feel,down,
feel,um,
feel,would
feel,say
feel,feel
feel,sometimes,
feel,lotta
feel,time
feel,not,
feel,would
feel,say,
feel,reasonable
feel,considering,
feel,situation
feel,i'm
*sigh*,triggered
*sigh*,something
*sigh*,,triggered
*sigh*,,something
would,triggered
would,something
say,triggered
say,something
feel,triggered
feel,something
sometimes,triggered
sometimes,something
well,,triggered
well,,something
life,triggered
life,something
strange,triggered
strange,something
right,triggered
right,something
lot,triggered
lot,something
reason,triggered
reason,something
feel,triggered
feel,something
down,,triggered
down,,something
um,,triggered
um,,something
would,triggered
would,something
say,triggered
say,something
feel,triggered
feel,something
sometimes,,triggered
sometimes,,something
lotta,triggered
lotta,something
time,triggered
time,something
not,,triggered
not,,something
would,triggered
would,something
say,,triggered
say,,something
reasonable,triggered
reasonable,something
considering,,triggered
considering,,something
situation,triggered
situation,something
i'm,triggered
i'm,something
triggered,uh
triggered,they're
triggered,triggered
triggered,fact
triggered,health
triggered,great
triggered,make
triggered,make
triggered,life
triggered,really
triggered,difficult,
triggered,um,
triggered,say
triggered,triggered
triggered,anything
triggered,particular
something,uh
something,they're
something,triggered
something,fact
something,health
something,great
something,make
something,make
something,life
something,really
something,difficult,
something,um,
something,say
something,triggered
something,anything
something,particular
uh,tell
uh,last
uh,time
uh,felt
uh,really
uh,happy
they're,tell
they're,last
they're,time
they're,felt
they're,really
they're,happy
triggered,tell
triggered,last
triggered,time
triggered,felt
triggered,really
triggered,happy
fact,tell
fact,last
fact,time
fact,felt
fact,really
fact,happy
health,tell
health,last
health,time
health,felt
health,really
health,happy
great,tell
great,last
great,time
great,felt
great,really
great,happy
make,tell
make,last
make,time
make,felt
make,really
make,happy
make,tell
make,last
make,time
make,felt
make,really
make,happy
life,tell
life,last
life,time
life,felt
life,really
life,happy
really,tell
really,last
really,time
really,felt
really,really
really,happy
difficult,,tell
difficult,,last
difficult,,time
difficult,,felt
difficult,,really
difficult,,happy
um,,tell
um,,last
um,,time
um,,felt
um,,really
um,,happy
say,tell
say,last
say,time
say,felt
say,really
say,happy
triggered,tell
triggered,last
triggered,time
triggered,felt
triggered,really
triggered,happy
anything,tell
anything,last
anything,time
anything,felt
anything,really
anything,happy
particular,tell
particular,last
particular,time
particular,felt
particular,really
particular,happy
tell,oh
tell,mean
tell,*sigh*
tell,mean
tell,long
tell,period
tell,time
tell,mean
tell,experience
tell,happiness
tell,like
tell,go
tell,friend
tell,go
tell,know
tell,i've,
tell,find
tell,great
tell,new
tell,dish
tell,like
tell,mean,
tell,type
tell,happiness
tell,looking
last,oh
last,mean
last,*sigh*
last,mean
last,long
last,period
last,time
last,mean
last,experience
last,happiness
last,like
last,go
last,friend
last,go
last,know
last,i've,
last,find
last,great
last,new
last,dish
last,like
last,mean,
last,type
last,happiness
last,looking
time,oh
time,mean
time,*sigh*
time,mean
time,long
time,period
time,time
time,mean
time,experience
time,happiness
time,like
time,go
time,friend
time,go
time,know
time,i've,
time,find
time,great
time,new
time,dish
time,like
time,mean,
time,type
time,happiness
time,looking
felt,oh
felt,mean
felt,*sigh*
felt,mean
felt,long
felt,period
felt,time
felt,mean
felt,experience
felt,happiness
felt,like
felt,go
felt,friend
felt,go
felt,know
felt,i've,
felt,find
felt,great
felt,new
felt,dish
felt,like
felt,mean,
felt,type
felt,happiness
felt,looking
really,oh
really,mean
really,*sigh*
really,mean
really,long
really,period
really,time
really,mean
really,experience
really,happiness
really,like
really,go
really,friend
really,go
really,know
really,i've,
really,find
really,great
really,new
really,dish
really,like
really,mean,
really,type
really,happiness
really,looking
happy,oh
happy,mean
happy,*sigh*
happy,mean
happy,long
happy,period
happy,time
happy,mean
happy,experience
happy,happiness
happy,like
happy,go
happy,friend
happy,go
happy,know
happy,i've,
happy,find
happy,great
happy,new
happy,dish
happy,like
happy,mean,
happy,type
happy,happiness
happy,looking
oh,tell
oh,something
oh,recently
oh,really
oh,enjoyed
mean,tell
mean,something
mean,recently
mean,really
mean,enjoyed
*sigh*,tell
*sigh*,something
*sigh*,recently
*sigh*,really
*sigh*,enjoyed
mean,tell
mean,something
mean,recently
mean,really
mean,enjoyed
long,tell
long,something
long,recently
long,really
long,enjoyed
period,tell
period,something
period,recently
period,really
period,enjoyed
time,tell
time,something
time,recently
time,really
time,enjoyed
mean,tell
mean,something
mean,recently
mean,really
mean,enjoyed
experience,tell
experience,something
experience,recently
experience,really
experience,enjoyed
happiness,tell
happiness,something
happiness,recently
happiness,really
happiness,enjoyed
like,tell
like,something
like,recently
like,really
like,enjoyed
go,tell
go,something
go,recently
go,really
go,enjoyed
friend,tell
friend,something
friend,recently
friend,really
friend,enjoyed
go,tell
go,something
go,recently
go,really
go,enjoyed
know,tell
know,something
know,recently
know,really
know,enjoyed
i've,,tell
i've,,something
i've,,recently
i've,,really
i've,,enjoyed
find,tell
find,something
find,recently
find,really
find,enjoyed
great,tell
great,something
great,recently
great,really
great,enjoyed
new,tell
new,something
new,recently
new,really
new,enjoyed
dish,tell
dish,something
dish,recently
dish,really
dish,enjoyed
like,tell
like,something
like,recently
like,really
like,enjoyed
mean,,tell
mean,,something
mean,,recently
mean,,really
mean,,enjoyed
type,tell
type,something
type,recently
type,really
type,enjoyed
happiness,tell
happiness,something
happiness,recently
happiness,really
happiness,enjoyed
looking,tell
looking,something
looking,recently
looking,really
looking,enjoyed
tell,um
tell,*sigh*,
tell,well,
tell,mean
tell,right
tell,um,
tell,friend
tell,surgery
tell,i'm
tell,staying
tell,week,
tell,um
tell,i'm
tell,really
tell,enjoying
tell,mean
tell,even
tell,though,
tell,could
tell,never
tell,live
tell,together
tell,could
tell,never
tell,live
tell,live
tell,long
tell,term
tell,i'm
tell,sure
tell,live
tell,long
tell,term
tell,i'm
tell,fun
tell,um
something,um
something,*sigh*,
something,well,
something,mean
something,right
something,um,
something,friend
something,surgery
something,i'm
something,staying
something,week,
something,um
something,i'm
something,really
something,enjoying
something,mean
something,even
something,though,
something,could
something,never
something,live
something,together
something,could
something,never
something,live
something,live
something,long
something,term
something,i'm
something,sure
something,live
something,long
something,term
something,i'm
something,fun
something,um
recently,um
recently,*sigh*,
recently,well,
recently,mean
recently,right
recently,um,
recently,friend
recently,surgery
recently,i'm
recently,staying
recently,week,
recently,um
recently,i'm
recently,really
recently,enjoying
recently,mean
recently,even
recently,though,
recently,could
recently,never
recently,live
recently,together
recently,could
recently,never
recently,live
recently,live
recently,long
recently,term
recently,i'm
recently,sure
recently,live
recently,long
recently,term
recently,i'm
recently,fun
recently,um
really,um
really,*sigh*,
really,well,
really,mean
really,right
really,um,
really,friend
really,surgery
really,i'm
really,staying
really,week,
really,um
really,i'm
really,really
really,enjoying
really,mean
really,even
really,though,
really,could
really,never
really,live
really,together
really,could
really,never
really,live
really,live
really,long
really,term
really,i'm
really,sure
really,live
really,long
really,term
really,i'm
really,fun
really,um
enjoyed,um
enjoyed,*sigh*,
enjoyed,well,
enjoyed,mean
enjoyed,right
enjoyed,um,
enjoyed,friend
enjoyed,surgery
enjoyed,i'm
enjoyed,staying
enjoyed,week,
enjoyed,um
enjoyed,i'm
enjoyed,really
enjoyed,enjoying
enjoyed,mean
enjoyed,even
enjoyed,though,
enjoyed,could
enjoyed,never
enjoyed,live
enjoyed,together
enjoyed,could
enjoyed,never
enjoyed,live
enjoyed,live
enjoyed,long
enjoyed,term
enjoyed,i'm
enjoyed,sure
enjoyed,live
enjoyed,long
enjoyed,term
enjoyed,i'm
enjoyed,fun
enjoyed,um
um,laughter
*sigh*,,laughter
well,,laughter
mean,laughter
right,laughter
um,,laughter
friend,laughter
surgery,laughter
i'm,laughter
staying,laughter
week,,laughter
um,laughter
i'm,laughter
really,laughter
enjoying,laughter
mean,laughter
even,laughter
though,,laughter
could,laughter
never,laughter
live,laughter
together,laughter
could,laughter
never,laughter
live,laughter
live,laughter
long,laughter
term,laughter
i'm,laughter
sure,laughter
live,laughter
long,laughter
term,laughter
i'm,laughter
fun,laughter
um,laughter
laughter,know
laughter,installed
laughter,groupon
laughter,app
laughter,ah
laughter,phone,
laughter,um
laughter,yesterday,
laughter,'cause
laughter,paying
laughter,much
laughter,laser
laughter,hair
laughter,removal,
laughter,*laughter*
laughter,installed
laughter,phone
laughter,today
laughter,looking
laughter,cupcake
laughter,pick
laughter,cupcake
laughter,way
laughter,bring
laughter,back
laughter,uh
laughter,groupon
laughter,deal
laughter,mean
know,nice
installed,nice
groupon,nice
app,nice
ah,nice
phone,,nice
um,nice
yesterday,,nice
'cause,nice
paying,nice
much,nice
laser,nice
hair,nice
removal,,nice
*laughter*,nice
installed,nice
phone,nice
today,nice
looking,nice
cupcake,nice
pick,nice
cupcake,nice
way,nice
bring,nice
back,nice
uh,nice
groupon,nice
deal,nice
mean,nice
nice,know
nice,there's
nice,little
nice,fun
nice,thing
nice,like
know,would
know,best
know,friend
know,describe
there's,would
there's,best
there's,friend
there's,describe
little,would
little,best
little,friend
little,describe
fun,would
fun,best
fun,friend
fun,describe
thing,would
thing,best
thing,friend
thing,describe
like,would
like,best
like,friend
like,describe
would,,
would,uh
would,*sigh*,
would,probably
would,um,
would,ocd
would,*laughter*
would,um,
would,probably
would,think
would,i'm
would,pretty
would,prissy
would,compared
would,her,
would,um,
would,think
would,would,
would,say
would,good
would,heart
would,um
would,we're
would,different,
would,um,
would,probably
would,i'm,
would,*sigh*,
would,ask
would,*laughter*
would,uh,
would,know
would,go
would,think
would,she'd
would,say
would,i'm
would,fun,
would,um
would,but,
would,mentioned
would,i'm
would,i'm
would,private
would,person
would,know
would,knew
would,said
best,,
best,uh
best,*sigh*,
best,probably
best,um,
best,ocd
best,*laughter*
best,um,
best,probably
best,think
best,i'm
best,pretty
best,prissy
best,compared
best,her,
best,um,
best,think
best,would,
best,say
best,good
best,heart
best,um
best,we're
best,different,
best,um,
best,probably
best,i'm,
best,*sigh*,
best,ask
best,*laughter*
best,uh,
best,know
best,go
best,think
best,she'd
best,say
best,i'm
best,fun,
best,um
best,but,
best,mentioned
best,i'm
best,i'm
best,private
best,person
best,know
best,knew
best,said
friend,,
friend,uh
friend,*sigh*,
friend,probably
friend,um,
friend,ocd
friend,*laughter*
friend,um,
friend,probably
friend,think
friend,i'm
friend,pretty
friend,prissy
friend,compared
friend,her,
friend,um,
friend,think
friend,would,
friend,say
friend,good
friend,heart
friend,um
friend,we're
friend,different,
friend,um,
friend,probably
friend,i'm,
friend,*sigh*,
friend,ask
friend,*laughter*
friend,uh,
friend,know
friend,go
friend,think
friend,she'd
friend,say
friend,i'm
friend,fun,
friend,um
friend,but,
friend,mentioned
friend,i'm
friend,i'm
friend,private
friend,person
friend,know
friend,knew
friend,said
describe,,
describe,uh
describe,*sigh*,
describe,probably
describe,um,
describe,ocd
describe,*laughter*
describe,um,
describe,probably
describe,think
describe,i'm
describe,pretty
describe,prissy
describe,compared
describe,her,
describe,um,
describe,think
describe,would,
describe,say
describe,good
describe,heart
describe,um
describe,we're
describe,different,
describe,um,
describe,probably
describe,i'm,
describe,*sigh*,
describe,ask
describe,*laughter*
describe,uh,
describe,know
describe,go
describe,think
describe,she'd
describe,say
describe,i'm
describe,fun,
describe,um
describe,but,
describe,mentioned
describe,i'm
describe,i'm
describe,private
describe,person
describe,know
describe,knew
describe,said
um,,advice
um,,would
um,,give
um,,ten
um,,twenty
um,,year
um,,ago
*sigh*,,advice
*sigh*,,would
*sigh*,,give
*sigh*,,ten
*sigh*,,twenty
*sigh*,,year
*sigh*,,ago
well,advice
well,would
well,give
well,ten
well,twenty
well,year
well,ago
told,advice
told,would
told,give
told,ten
told,twenty
told,year
told,ago
lotta,advice
lotta,would
lotta,give
lotta,ten
lotta,twenty
lotta,year
lotta,ago
problem,advice
problem,would
problem,give
problem,ten
problem,twenty
problem,year
problem,ago
right,advice
right,would
right,give
right,ten
right,twenty
right,year
right,ago
now,,advice
now,,would
now,,give
now,,ten
now,,twenty
now,,year
now,,ago
*sigh*,,advice
*sigh*,,would
*sigh*,,give
*sigh*,,ten
*sigh*,,twenty
*sigh*,,year
*sigh*,,ago
really,,advice
really,,would
really,,give
really,,ten
really,,twenty
really,,year
really,,ago
tell,advice
tell,would
tell,give
tell,ten
tell,twenty
tell,year
tell,ago
people,advice
people,would
people,give
people,ten
people,twenty
people,year
people,ago
them,,advice
them,,would
them,,give
them,,ten
them,,twenty
them,,year
them,,ago
um,,advice
um,,would
um,,give
um,,ten
um,,twenty
um,,year
um,,ago
kind,advice
kind,would
kind,give
kind,ten
kind,twenty
kind,year
kind,ago
a,,advice
a,,would
a,,give
a,,ten
a,,twenty
a,,year
a,,ago
kind,advice
kind,would
kind,give
kind,ten
kind,twenty
kind,year
kind,ago
killjoy,advice
killjoy,would
killjoy,give
killjoy,ten
killjoy,twenty
killjoy,year
killjoy,ago
also,,advice
also,,would
also,,give
also,,ten
also,,twenty
also,,year
also,,ago
people,advice
people,would
people,give
people,ten
people,twenty
people,year
people,ago
feel,advice
feel,would
feel,give
feel,ten
feel,twenty
feel,year
feel,ago
feel,advice
feel,would
feel,give
feel,ten
feel,twenty
feel,year
feel,ago
people,advice
people,would
people,give
people,ten
people,twenty
people,year
people,ago
feel,,advice
feel,,would
feel,,give
feel,,ten
feel,,twenty
feel,,year
feel,,ago
le,advice
le,would
le,give
le,ten
le,twenty
le,year
le,ago
comfortable,advice
comfortable,would
comfortable,give
comfortable,ten
comfortable,twenty
comfortable,year
comfortable,ago
perceive,advice
perceive,would
perceive,give
perceive,ten
perceive,twenty
perceive,year
perceive,ago
difficulty,advice
difficulty,would
difficulty,give
difficulty,ten
difficulty,twenty
difficulty,year
difficulty,ago
feel,advice
feel,would
feel,give
feel,ten
feel,twenty
feel,year
feel,ago
kind,advice
kind,would
kind,give
kind,ten
kind,twenty
kind,year
kind,ago
of,,advice
of,,would
of,,give
of,,ten
of,,twenty
of,,year
of,,ago
um,,advice
um,,would
um,,give
um,,ten
um,,twenty
um,,year
um,,ago
uncomfortable,advice
uncomfortable,would
uncomfortable,give
uncomfortable,ten
uncomfortable,twenty
uncomfortable,year
uncomfortable,ago
like,advice
like,would
like,give
like,ten
like,twenty
like,year
like,ago
oh,advice
oh,would
oh,give
oh,ten
oh,twenty
oh,year
oh,ago
maybe,advice
maybe,would
maybe,give
maybe,ten
maybe,twenty
maybe,year
maybe,ago
help,advice
help,would
help,give
help,ten
help,twenty
help,year
help,ago
feel,advice
feel,would
feel,give
feel,ten
feel,twenty
feel,year
feel,ago
guilty,advice
guilty,would
guilty,give
guilty,ten
guilty,twenty
guilty,year
guilty,ago
good,advice
good,would
good,give
good,ten
good,twenty
good,year
good,ago
busy,advice
busy,would
busy,give
busy,ten
busy,twenty
busy,year
busy,ago
life,advice
life,would
life,give
life,ten
life,twenty
life,year
life,ago
kinda,advice
kinda,would
kinda,give
kinda,ten
kinda,twenty
kinda,year
kinda,ago
creates,advice
creates,would
creates,give
creates,ten
creates,twenty
creates,year
creates,ago
gap,advice
gap,would
gap,give
gap,ten
gap,twenty
gap,year
gap,ago
would,advice
would,would
would,give
would,ten
would,twenty
would,year
would,ago
say,advice
say,would
say,give
say,ten
say,twenty
say,year
say,ago
even,advice
even,would
even,give
even,ten
even,twenty
even,year
even,ago
before,,advice
before,,would
before,,give
before,,ten
before,,twenty
before,,year
before,,ago
even,advice
even,would
even,give
even,ten
even,twenty
even,year
even,ago
difficult,advice
difficult,would
difficult,give
difficult,ten
difficult,twenty
difficult,year
difficult,ago
time,advice
time,would
time,give
time,ten
time,twenty
time,year
time,ago
life,advice
life,would
life,give
life,ten
life,twenty
life,year
life,ago
i've,advice
i've,would
i've,give
i've,ten
i've,twenty
i've,year
i've,ago
been,,advice
been,,would
been,,give
been,,ten
been,,twenty
been,,year
been,,ago
i've,advice
i've,would
i've,give
i've,ten
i've,twenty
i've,year
i've,ago
private,advice
private,would
private,give
private,ten
private,twenty
private,year
private,ago
person,advice
person,would
person,give
person,ten
person,twenty
person,year
person,ago
know,advice
know,would
know,give
know,ten
know,twenty
know,year
know,ago
why,,advice
why,,would
why,,give
why,,ten
why,,twenty
why,,year
why,,ago
think,advice
think,would
think,give
think,ten
think,twenty
think,year
think,ago
think,advice
think,would
think,give
think,ten
think,twenty
think,year
think,ago
lot,,advice
lot,,would
lot,,give
lot,,ten
lot,,twenty
lot,,year
lot,,ago
eh,advice
eh,would
eh,give
eh,ten
eh,twenty
eh,year
eh,ago
know,advice
know,would
know,give
know,ten
know,twenty
know,year
know,ago
i'm,advice
i'm,would
i'm,give
i'm,ten
i'm,twenty
i'm,year
i'm,ago
deep,advice
deep,would
deep,give
deep,ten
deep,twenty
deep,year
deep,ago
thinker,,advice
thinker,,would
thinker,,give
thinker,,ten
thinker,,twenty
thinker,,year
thinker,,ago
and,,advice
and,,would
and,,give
and,,ten
and,,twenty
and,,year
and,,ago
maybe,advice
maybe,would
maybe,give
maybe,ten
maybe,twenty
maybe,year
maybe,ago
just,,advice
just,,would
just,,give
just,,ten
just,,twenty
just,,year
just,,ago
know,,advice
know,,would
know,,give
know,,ten
know,,twenty
know,,year
know,,ago
like,advice
like,would
like,give
like,ten
like,twenty
like,year
like,ago
feel,advice
feel,would
feel,give
feel,ten
feel,twenty
feel,year
feel,ago
like,advice
like,would
like,give
like,ten
like,twenty
like,year
like,ago
feel,advice
feel,would
feel,give
feel,ten
feel,twenty
feel,year
feel,ago
abnormal,advice
abnormal,would
abnormal,give
abnormal,ten
abnormal,twenty
abnormal,year
abnormal,ago
but,,advice
but,,would
but,,give
but,,ten
but,,twenty
but,,year
but,,ago
um,,advice
um,,would
um,,give
um,,ten
um,,twenty
um,,year
um,,ago
maybe,advice
maybe,would
maybe,give
maybe,ten
maybe,twenty
maybe,year
maybe,ago
lotta,advice
lotta,would
lotta,give
lotta,ten
lotta,twenty
lotta,year
lotta,ago
thought,advice
thought,would
thought,give
thought,ten
thought,twenty
thought,year
thought,ago
that,,advice
that,,would
that,,give
that,,ten
that,,twenty
that,,year
that,,ago
seem,advice
seem,would
seem,give
seem,ten
seem,twenty
seem,year
seem,ago
seem,advice
seem,would
seem,give
seem,ten
seem,twenty
seem,year
seem,ago
appropriate,advice
appropriate,would
appropriate,give
appropriate,ten
appropriate,twenty
appropriate,year
appropriate,ago
share,advice
share,would
share,give
share,ten
share,twenty
share,year
share,ago
people,advice
people,would
people,give
people,ten
people,twenty
people,year
people,ago
i'm,advice
i'm,would
i'm,give
i'm,ten
i'm,twenty
i'm,year
i'm,ago
sure,advice
sure,would
sure,give
sure,ten
sure,twenty
sure,year
sure,ago
advice,,
advice,ten
advice,twenty
advice,year
advice,ago
advice,*sigh*,
advice,um,
advice,well
advice,one
advice,thing
advice,regret
advice,right
advice,um,
advice,know
advice,really
advice,found,
advice,somebody,
advice,know
advice,spend
advice,rest
advice,life
advice,would
advice,tell
advice,concentrate
advice,'cause
advice,hit
advice,forty
advice,really
advice,lot
advice,harder,
advice,that's
would,,
would,ten
would,twenty
would,year
would,ago
would,*sigh*,
would,um,
would,well
would,one
would,thing
would,regret
would,right
would,um,
would,know
would,really
would,found,
would,somebody,
would,know
would,spend
would,rest
would,life
would,would
would,tell
would,concentrate
would,'cause
would,hit
would,forty
would,really
would,lot
would,harder,
would,that's
give,,
give,ten
give,twenty
give,year
give,ago
give,*sigh*,
give,um,
give,well
give,one
give,thing
give,regret
give,right
give,um,
give,know
give,really
give,found,
give,somebody,
give,know
give,spend
give,rest
give,life
give,would
give,tell
give,concentrate
give,'cause
give,hit
give,forty
give,really
give,lot
give,harder,
give,that's
ten,,
ten,ten
ten,twenty
ten,year
ten,ago
ten,*sigh*,
ten,um,
ten,well
ten,one
ten,thing
ten,regret
ten,right
ten,um,
ten,know
ten,really
ten,found,
ten,somebody,
ten,know
ten,spend
ten,rest
ten,life
ten,would
ten,tell
ten,concentrate
ten,'cause
ten,hit
ten,forty
ten,really
ten,lot
ten,harder,
ten,that's
twenty,,
twenty,ten
twenty,twenty
twenty,year
twenty,ago
twenty,*sigh*,
twenty,um,
twenty,well
twenty,one
twenty,thing
twenty,regret
twenty,right
twenty,um,
twenty,know
twenty,really
twenty,found,
twenty,somebody,
twenty,know
twenty,spend
twenty,rest
twenty,life
twenty,would
twenty,tell
twenty,concentrate
twenty,'cause
twenty,hit
twenty,forty
twenty,really
twenty,lot
twenty,harder,
twenty,that's
year,,
year,ten
year,twenty
year,year
year,ago
year,*sigh*,
year,um,
year,well
year,one
year,thing
year,regret
year,right
year,um,
year,know
year,really
year,found,
year,somebody,
year,know
year,spend
year,rest
year,life
year,would
year,tell
year,concentrate
year,'cause
year,hit
year,forty
year,really
year,lot
year,harder,
year,that's
ago,,
ago,ten
ago,twenty
ago,year
ago,ago
ago,*sigh*,
ago,um,
ago,well
ago,one
ago,thing
ago,regret
ago,right
ago,um,
ago,know
ago,really
ago,found,
ago,somebody,
ago,know
ago,spend
ago,rest
ago,life
ago,would
ago,tell
ago,concentrate
ago,'cause
ago,hit
ago,forty
ago,really
ago,lot
ago,harder,
ago,that's
,,proud
,,life
ten,proud
ten,life
twenty,proud
twenty,life
year,proud
year,life
ago,proud
ago,life
*sigh*,,proud
*sigh*,,life
um,,proud
um,,life
well,proud
well,life
one,proud
one,life
thing,proud
thing,life
regret,proud
regret,life
right,proud
right,life
um,,proud
um,,life
know,proud
know,life
really,proud
really,life
found,,proud
found,,life
somebody,,proud
somebody,,life
know,proud
know,life
spend,proud
spend,life
rest,proud
rest,life
life,proud
life,life
would,proud
would,life
tell,proud
tell,life
concentrate,proud
concentrate,life
'cause,proud
'cause,life
hit,proud
hit,life
forty,proud
forty,life
really,proud
really,life
lot,proud
lot,life
harder,,proud
harder,,life
that's,proud
that's,life
proud,um
proud,would
proud,say
proud,*sigh*,
proud,i've
proud,perservered,
proud,i'm
proud,proud
proud,that,
proud,even
proud,though
proud,lot
proud,of,
proud,difficulty
proud,life,
proud,fact
proud,i'm
proud,know
proud,making
proud,commitment
proud,go
proud,school,
proud,i'm
proud,own,
proud,um,
proud,know
proud,it's,
proud,kind
proud,a,
proud,people
proud,people
proud,knew
proud,problem
proud,have,
proud,they'd
proud,like
proud,well
proud,know
proud,worrying
proud,school
proud,um,
proud,really
proud,feel
proud,that,
proud,know
proud,i'm
proud,i'm
proud,i'm
