today,okay,
today,not,
today,bad
oh,yeah
well,,yeah
yeah,yeah
there's,yeah
um,,yeah
guess,yeah
it'd,yeah
nice,yeah
erase,,yeah
memory,yeah
um,yeah
recent,yeah
mean,yeah
recent,yeah
event,,yeah
my,,yeah
recent,yeah
adulthood,yeah
culver,yeah
city,,yeah
one,yeah
best,yeah
friends,,yeah
um,,yeah
i've,yeah
betrayed,yeah
by,,yeah
back,yeah
year,yeah
ago,yeah
husband,yeah
first,yeah
got,yeah
real,yeah
estate,,yeah
family,yeah
growing,yeah
really,yeah
needed,yeah
larger,yeah
home,,yeah
and,,yeah
um,,yeah
assumed,yeah
know,yeah
would,yeah
use,,yeah
husband,yeah
agent,yeah
sell,yeah
current,yeah
home,yeah
current,yeah
time,,yeah
purchase,yeah
new,yeah
home,,yeah
turned,yeah
out,,yeah
surprised,yeah
u,yeah
and,,yeah
talking,yeah
local,yeah
agent,,yeah
uh,yeah
yeah,,yeah
devastating,,yeah
think,yeah
ever,yeah
betrayed,,yeah
like,yeah
that,,yeah
wish,yeah
could,yeah
erase,yeah
'cause,yeah
know,yeah
back,yeah
kid,yeah
really,yeah
young,,yeah
um,,yeah
daughter,yeah
time,yeah
youngest,yeah
daughter,yeah
let's,yeah
say,,yeah
six,yeah
maybe,,yeah
um,,yeah
maybe,yeah
five,,yeah
anyway,yeah
her,,yeah
best,yeah
friend's,,yeah
daughter,yeah
age,yeah
born,yeah
within,yeah
day,yeah
other,,yeah
pregnant,yeah
together,,yeah
um,,yeah
really,yeah
tight,yeah
two,yeah
little,yeah
girl,yeah
ended,yeah
going,yeah
elementary,yeah
school,yeah
get,yeah
hang,yeah
year,yeah
every,yeah
time,yeah
we'd,yeah
run,yeah
neighborhood,yeah
they'd,,yeah
run,yeah
summer,yeah
camp,yeah
something,yeah
connected,yeah
were,,yeah
know,yeah
like,yeah
two,yeah
pea,yeah
pod,yeah
even,yeah
though,yeah
her,,yeah
mom,yeah
talking,yeah
anymore,,yeah
they're,yeah
thirteen,yeah
fourteen,yeah
they're,yeah
middle,yeah
school,yeah
together,,yeah
they're,yeah
still,yeah
connected,yeah
fact,yeah
*laughter*,,yeah
first,yeah
time,yeah
spent,yeah
night,yeah
house,yeah
last,yeah
night,yeah
daughter,,yeah
another,yeah
girl,,yeah
little,yeah
awkward,yeah
know,yeah
'cause,yeah
now,,yeah
girl,yeah
are,,yeah
becoming,yeah
really,yeah
good,yeah
friend,yeah
better,yeah
friends,,yeah
um,,yeah
yet,,yeah
still,yeah
this,,yeah
vivid,,yeah
um,,yeah
bad,yeah
memory,,yeah
her,,yeah
mom,yeah
to,,yeah
yeah,what,
yeah,ten,
yeah,eight
yeah,year
yeah,ago,
yeah,anyway,
yeah,*sigh*
yeah,tried
yeah,tried
what,,i'm
what,,sorry
ten,,i'm
ten,,sorry
eight,i'm
eight,sorry
year,i'm
year,sorry
ago,,i'm
ago,,sorry
anyway,,i'm
anyway,,sorry
*sigh*,i'm
*sigh*,sorry
tried,i'm
tried,sorry
tried,i'm
tried,sorry
i'm,ignore
i'm,put
i'm,head
i'm,and,
i'm,i've
i'm,able
i'm,to,
i'm,recent
i'm,years,
i'm,obviously
i'm,still
i'm,come
sorry,ignore
sorry,put
sorry,head
sorry,and,
sorry,i've
sorry,able
sorry,to,
sorry,recent
sorry,years,
sorry,obviously
sorry,still
sorry,come
ignore,yeah
put,yeah
head,yeah
and,,yeah
i've,yeah
able,yeah
to,,yeah
recent,yeah
years,,yeah
obviously,yeah
still,yeah
come,yeah
yeah,anyway
anyway,easy
anyway,get
anyway,good
anyway,night's
anyway,sleep
easy,,
easy,um
easy,easy,
easy,sometimes
easy,get
easy,decent
easy,night's
easy,sleep
easy,but,
easy,sometimes
easy,hard
easy,get
easy,sleep
easy,time
easy,wake
easy,up,
easy,can't
easy,get
easy,back
easy,sleep,
easy,uh
easy,finally
easy,get
easy,back
easy,sleep
easy,almost
easy,time
easy,get
easy,know
easy,that,
easy,difficult
easy,thing
get,,
get,um
get,easy,
get,sometimes
get,get
get,decent
get,night's
get,sleep
get,but,
get,sometimes
get,hard
get,get
get,sleep
get,time
get,wake
get,up,
get,can't
get,get
get,back
get,sleep,
get,uh
get,finally
get,get
get,back
get,sleep
get,almost
get,time
get,get
get,know
get,that,
get,difficult
get,thing
good,,
good,um
good,easy,
good,sometimes
good,get
good,decent
good,night's
good,sleep
good,but,
good,sometimes
good,hard
good,get
good,sleep
good,time
good,wake
good,up,
good,can't
good,get
good,back
good,sleep,
good,uh
good,finally
good,get
good,back
good,sleep
good,almost
good,time
good,get
good,know
good,that,
good,difficult
good,thing
night's,,
night's,um
night's,easy,
night's,sometimes
night's,get
night's,decent
night's,night's
night's,sleep
night's,but,
night's,sometimes
night's,hard
night's,get
night's,sleep
night's,time
night's,wake
night's,up,
night's,can't
night's,get
night's,back
night's,sleep,
night's,uh
night's,finally
night's,get
night's,back
night's,sleep
night's,almost
night's,time
night's,get
night's,know
night's,that,
night's,difficult
night's,thing
sleep,,
sleep,um
sleep,easy,
sleep,sometimes
sleep,get
sleep,decent
sleep,night's
sleep,sleep
sleep,but,
sleep,sometimes
sleep,hard
sleep,get
sleep,sleep
sleep,time
sleep,wake
sleep,up,
sleep,can't
sleep,get
sleep,back
sleep,sleep,
sleep,uh
sleep,finally
sleep,get
sleep,back
sleep,sleep
sleep,almost
sleep,time
sleep,get
sleep,know
sleep,that,
sleep,difficult
sleep,thing
,,triggered
,,something
um,triggered
um,something
easy,,triggered
easy,,something
sometimes,triggered
sometimes,something
get,triggered
get,something
decent,triggered
decent,something
night's,triggered
night's,something
sleep,triggered
sleep,something
but,,triggered
but,,something
sometimes,triggered
sometimes,something
hard,triggered
hard,something
get,triggered
get,something
sleep,triggered
sleep,something
time,triggered
time,something
wake,triggered
wake,something
up,,triggered
up,,something
can't,triggered
can't,something
get,triggered
get,something
back,triggered
back,something
sleep,,triggered
sleep,,something
uh,triggered
uh,something
finally,triggered
finally,something
get,triggered
get,something
back,triggered
back,something
sleep,triggered
sleep,something
almost,triggered
almost,something
time,triggered
time,something
get,triggered
get,something
know,triggered
know,something
that,,triggered
that,,something
difficult,triggered
difficult,something
thing,triggered
thing,something
triggered,well
triggered,waking
triggered,middle
triggered,night
triggered,definitely
triggered,triggered
triggered,go
triggered,bathroom
triggered,*laughter*,
triggered,um,
triggered,know
triggered,always
triggered,easy
triggered,get
triggered,back
triggered,sleep
triggered,wake
triggered,go
triggered,bathroom,
triggered,guess
triggered,that's
triggered,trigger,
triggered,far
triggered,getting
triggered,sleep
triggered,hard
triggered,time
triggered,there,
triggered,know
triggered,think
triggered,there's
triggered,much
triggered,mind,
triggered,running
triggered,mind
triggered,day,
triggered,feel
triggered,like
triggered,accomplished
triggered,enough
triggered,day
triggered,so,
triggered,hard
triggered,go
triggered,sleep
triggered,i'm
triggered,supposed
triggered,to,
triggered,guess
something,well
something,waking
something,middle
something,night
something,definitely
something,triggered
something,go
something,bathroom
something,*laughter*,
something,um,
something,know
something,always
something,easy
something,get
something,back
something,sleep
something,wake
something,go
something,bathroom,
something,guess
something,that's
something,trigger,
something,far
something,getting
something,sleep
something,hard
something,time
something,there,
something,know
something,think
something,there's
something,much
something,mind,
something,running
something,mind
something,day,
something,feel
something,like
something,accomplished
something,enough
something,day
something,so,
something,hard
something,go
something,sleep
something,i'm
something,supposed
something,to,
something,guess
well,like
well,sleep
well,well
waking,like
waking,sleep
waking,well
middle,like
middle,sleep
middle,well
night,like
night,sleep
night,well
definitely,like
definitely,sleep
definitely,well
triggered,like
triggered,sleep
triggered,well
go,like
go,sleep
go,well
bathroom,like
bathroom,sleep
bathroom,well
*laughter*,,like
*laughter*,,sleep
*laughter*,,well
um,,like
um,,sleep
um,,well
know,like
know,sleep
know,well
always,like
always,sleep
always,well
easy,like
easy,sleep
easy,well
get,like
get,sleep
get,well
back,like
back,sleep
back,well
sleep,like
sleep,sleep
sleep,well
wake,like
wake,sleep
wake,well
go,like
go,sleep
go,well
bathroom,,like
bathroom,,sleep
bathroom,,well
guess,like
guess,sleep
guess,well
that's,like
that's,sleep
that's,well
trigger,,like
trigger,,sleep
trigger,,well
far,like
far,sleep
far,well
getting,like
getting,sleep
getting,well
sleep,like
sleep,sleep
sleep,well
hard,like
hard,sleep
hard,well
time,like
time,sleep
time,well
there,,like
there,,sleep
there,,well
know,like
know,sleep
know,well
think,like
think,sleep
think,well
there's,like
there's,sleep
there's,well
much,like
much,sleep
much,well
mind,,like
mind,,sleep
mind,,well
running,like
running,sleep
running,well
mind,like
mind,sleep
mind,well
day,,like
day,,sleep
day,,well
feel,like
feel,sleep
feel,well
like,like
like,sleep
like,well
accomplished,like
accomplished,sleep
accomplished,well
enough,like
enough,sleep
enough,well
day,like
day,sleep
day,well
so,,like
so,,sleep
so,,well
hard,like
hard,sleep
hard,well
go,like
go,sleep
go,well
sleep,like
sleep,sleep
sleep,well
i'm,like
i'm,sleep
i'm,well
supposed,like
supposed,sleep
supposed,well
to,,like
to,,sleep
to,,well
guess,like
guess,sleep
guess,well
like,um,
like,well
like,i'm
like,kinda
like,used
like,now,
like,go
like,on,
like,day
like,probably
like,looking
like,*laughter*
like,looking
like,tired
like,um,
like,i'm
like,kinda
like,used
like,feeling
like,tired
like,need
like,do,
like,sometimes
like,i'm
like,able
like,i'm
like,home
like,have,
like,huge
like,commitment
like,yeah
like,might
like,like
like,said
like,earlier
like,take
like,nap
like,something,
like,read
like,book
like,watch
like,tv
like,watch
like,whatever
sleep,um,
sleep,well
sleep,i'm
sleep,kinda
sleep,used
sleep,now,
sleep,go
sleep,on,
sleep,day
sleep,probably
sleep,looking
sleep,*laughter*
sleep,looking
sleep,tired
sleep,um,
sleep,i'm
sleep,kinda
sleep,used
sleep,feeling
sleep,tired
sleep,need
sleep,do,
sleep,sometimes
sleep,i'm
sleep,able
sleep,i'm
sleep,home
sleep,have,
sleep,huge
sleep,commitment
sleep,yeah
sleep,might
sleep,like
sleep,said
sleep,earlier
sleep,take
sleep,nap
sleep,something,
sleep,read
sleep,book
sleep,watch
sleep,tv
sleep,watch
sleep,whatever
well,um,
well,well
well,i'm
well,kinda
well,used
well,now,
well,go
well,on,
well,day
well,probably
well,looking
well,*laughter*
well,looking
well,tired
well,um,
well,i'm
well,kinda
well,used
well,feeling
well,tired
well,need
well,do,
well,sometimes
well,i'm
well,able
well,i'm
well,home
well,have,
well,huge
well,commitment
well,yeah
well,might
well,like
well,said
well,earlier
well,take
well,nap
well,something,
well,read
well,book
well,watch
well,tv
well,watch
well,whatever
um,,feeling
um,,lately
well,feeling
well,lately
i'm,feeling
i'm,lately
kinda,feeling
kinda,lately
used,feeling
used,lately
now,,feeling
now,,lately
go,feeling
go,lately
on,,feeling
on,,lately
day,feeling
day,lately
probably,feeling
probably,lately
looking,feeling
looking,lately
*laughter*,feeling
*laughter*,lately
looking,feeling
looking,lately
tired,feeling
tired,lately
um,,feeling
um,,lately
i'm,feeling
i'm,lately
kinda,feeling
kinda,lately
used,feeling
used,lately
feeling,feeling
feeling,lately
tired,feeling
tired,lately
need,feeling
need,lately
do,,feeling
do,,lately
sometimes,feeling
sometimes,lately
i'm,feeling
i'm,lately
able,feeling
able,lately
i'm,feeling
i'm,lately
home,feeling
home,lately
have,,feeling
have,,lately
huge,feeling
huge,lately
commitment,feeling
commitment,lately
yeah,feeling
yeah,lately
might,feeling
might,lately
like,feeling
like,lately
said,feeling
said,lately
earlier,feeling
earlier,lately
take,feeling
take,lately
nap,feeling
nap,lately
something,,feeling
something,,lately
read,feeling
read,lately
book,feeling
book,lately
watch,feeling
watch,lately
tv,feeling
tv,lately
watch,feeling
watch,lately
whatever,feeling
whatever,lately
feeling,lately
feeling,feeling
feeling,um,
feeling,kind
feeling,down,
feeling,life
lately,lately
lately,feeling
lately,um,
lately,kind
lately,down,
lately,life
lately,tell
feeling,tell
um,,tell
kind,tell
down,,tell
life,tell
tell,well
tell,pending,
tell,need
tell,need
tell,separation
tell,slash
tell,divorce,
tell,um,
tell,worry
tell,made
tell,lot
tell,mistake
tell,girl
tell,they're
tell,teenagers,
tell,know
tell,verge
tell,adulthood,
tell,,
tell,worry
tell,that,
tell,know,
tell,kind
tell,thing
tell,wrong,
tell,guidance
tell,early
tell,childhood
tell,late,
tell,um,
tell,like
tell,missed
tell,thing
tell,lot
tell,things,
tell,uh,
tell,yeah
tell,need
tell,job
tell,i'm
tell,unemployed
tell,know
tell,wanna
tell,life,
tell,know
tell,wanna
tell,something
tell,i,
tell,wish,
tell,know
tell,never
tell,finish
tell,college
tell,unfortunately
tell,traveling
tell,stuff,
tell,regret
tell,extremely,
tell,need
tell,get
tell,job
tell,able
tell,take
tell,care
tell,'cause
tell,need
tell,to,
tell,divorce
tell,move
tell,life,
tell,so,
tell,forget
tell,original
tell,question
tell,*laughter*,
tell,um,
tell,that's
tell,state,
tell,part
tell,state
tell,life
well,ever
well,diagnosed
well,ptsd
pending,,ever
pending,,diagnosed
pending,,ptsd
need,ever
need,diagnosed
need,ptsd
need,ever
need,diagnosed
need,ptsd
separation,ever
separation,diagnosed
separation,ptsd
slash,ever
slash,diagnosed
slash,ptsd
divorce,,ever
divorce,,diagnosed
divorce,,ptsd
um,,ever
um,,diagnosed
um,,ptsd
worry,ever
worry,diagnosed
worry,ptsd
made,ever
made,diagnosed
made,ptsd
lot,ever
lot,diagnosed
lot,ptsd
mistake,ever
mistake,diagnosed
mistake,ptsd
girl,ever
girl,diagnosed
girl,ptsd
they're,ever
they're,diagnosed
they're,ptsd
teenagers,,ever
teenagers,,diagnosed
teenagers,,ptsd
know,ever
know,diagnosed
know,ptsd
verge,ever
verge,diagnosed
verge,ptsd
adulthood,,ever
adulthood,,diagnosed
adulthood,,ptsd
,,ever
,,diagnosed
,,ptsd
worry,ever
worry,diagnosed
worry,ptsd
that,,ever
that,,diagnosed
that,,ptsd
know,,ever
know,,diagnosed
know,,ptsd
kind,ever
kind,diagnosed
kind,ptsd
thing,ever
thing,diagnosed
thing,ptsd
wrong,,ever
wrong,,diagnosed
wrong,,ptsd
guidance,ever
guidance,diagnosed
guidance,ptsd
early,ever
early,diagnosed
early,ptsd
childhood,ever
childhood,diagnosed
childhood,ptsd
late,,ever
late,,diagnosed
late,,ptsd
um,,ever
um,,diagnosed
um,,ptsd
like,ever
like,diagnosed
like,ptsd
missed,ever
missed,diagnosed
missed,ptsd
thing,ever
thing,diagnosed
thing,ptsd
lot,ever
lot,diagnosed
lot,ptsd
things,,ever
things,,diagnosed
things,,ptsd
uh,,ever
uh,,diagnosed
uh,,ptsd
yeah,ever
yeah,diagnosed
yeah,ptsd
need,ever
need,diagnosed
need,ptsd
job,ever
job,diagnosed
job,ptsd
i'm,ever
i'm,diagnosed
i'm,ptsd
unemployed,ever
unemployed,diagnosed
unemployed,ptsd
know,ever
know,diagnosed
know,ptsd
wanna,ever
wanna,diagnosed
wanna,ptsd
life,,ever
life,,diagnosed
life,,ptsd
know,ever
know,diagnosed
know,ptsd
wanna,ever
wanna,diagnosed
wanna,ptsd
something,ever
something,diagnosed
something,ptsd
i,,ever
i,,diagnosed
i,,ptsd
wish,,ever
wish,,diagnosed
wish,,ptsd
know,ever
know,diagnosed
know,ptsd
never,ever
never,diagnosed
never,ptsd
finish,ever
finish,diagnosed
finish,ptsd
college,ever
college,diagnosed
college,ptsd
unfortunately,ever
unfortunately,diagnosed
unfortunately,ptsd
traveling,ever
traveling,diagnosed
traveling,ptsd
stuff,,ever
stuff,,diagnosed
stuff,,ptsd
regret,ever
regret,diagnosed
regret,ptsd
extremely,,ever
extremely,,diagnosed
extremely,,ptsd
need,ever
need,diagnosed
need,ptsd
get,ever
get,diagnosed
get,ptsd
job,ever
job,diagnosed
job,ptsd
able,ever
able,diagnosed
able,ptsd
take,ever
take,diagnosed
take,ptsd
care,ever
care,diagnosed
care,ptsd
'cause,ever
'cause,diagnosed
'cause,ptsd
need,ever
need,diagnosed
need,ptsd
to,,ever
to,,diagnosed
to,,ptsd
divorce,ever
divorce,diagnosed
divorce,ptsd
move,ever
move,diagnosed
move,ptsd
life,,ever
life,,diagnosed
life,,ptsd
so,,ever
so,,diagnosed
so,,ptsd
forget,ever
forget,diagnosed
forget,ptsd
original,ever
original,diagnosed
original,ptsd
question,ever
question,diagnosed
question,ptsd
*laughter*,,ever
*laughter*,,diagnosed
*laughter*,,ptsd
um,,ever
um,,diagnosed
um,,ptsd
that's,ever
that's,diagnosed
that's,ptsd
state,,ever
state,,diagnosed
state,,ptsd
part,ever
part,diagnosed
part,ptsd
state,ever
state,diagnosed
state,ptsd
life,ever
life,diagnosed
life,ptsd
diagnosed,yes
depression,yes
yes,long
yes,ago
yes,diagnosed
long,mm,
long,well,
long,first
long,time
long,recently
ago,mm,
ago,well,
ago,first
ago,time
ago,recently
diagnosed,mm,
diagnosed,well,
diagnosed,first
diagnosed,time
diagnosed,recently
mm,,yes
well,,yes
first,yes
time,yes
recently,yes
yes,first
yes,time
yes,guess
yes,was,
yes,know
yes,early
yes,twenty
yes,little,
yes,upset
yes,*laughter*
yes,coincidentally
yes,another
yes,breakup
yes,make
yes,back
yes,then,
yes,um,
yes,early
yes,twenty
yes,needed
yes,break
yes,boyfriend
yes,upsetting
yes,'cause
yes,i,
yes,know
yes,hard
yes,wanna
yes,break
yes,felt
yes,like
yes,hurting
yes,him,
yes,understand
yes,feeling,
yes,really
yes,upset,
yes,first
yes,time
yes,depression
yes,really,
yes,recognize
yes,recognize
yes,depression
yes,went
yes,somehow
yes,i,
yes,the,
yes,knowledge
yes,the,
yes,able
yes,to,
yes,take
yes,psychiatrist
yes,remember
yes,paid
yes,hour,
yes,prescribed
yes,xanax
yes,help
yes,relax
yes,me,
yes,guess
yes,helped
yes,get
yes,i've
yes,depression
yes,throughout
yes,year
yes,know
yes,little
yes,bit
yes,various
yes,reason
yes,as,
yes,guess
yes,usually
yes,relationship
yes,*laughter*
yes,know,
yes,um,
yes,yeah
yes,recent
yes,time
yes,diagnosed,
yes,put
yes,meds,
yes,probably
yes,about,
yes,two
yes,year
yes,ago
first,still
first,go
first,therapy
time,still
time,go
time,therapy
guess,still
guess,go
guess,therapy
was,,still
was,,go
was,,therapy
know,still
know,go
know,therapy
early,still
early,go
early,therapy
twenty,still
twenty,go
twenty,therapy
little,,still
little,,go
little,,therapy
upset,still
upset,go
upset,therapy
*laughter*,still
*laughter*,go
*laughter*,therapy
coincidentally,still
coincidentally,go
coincidentally,therapy
another,still
another,go
another,therapy
breakup,still
breakup,go
breakup,therapy
make,still
make,go
make,therapy
back,still
back,go
back,therapy
then,,still
then,,go
then,,therapy
um,,still
um,,go
um,,therapy
early,still
early,go
early,therapy
twenty,still
twenty,go
twenty,therapy
needed,still
needed,go
needed,therapy
break,still
break,go
break,therapy
boyfriend,still
boyfriend,go
boyfriend,therapy
upsetting,still
upsetting,go
upsetting,therapy
'cause,still
'cause,go
'cause,therapy
i,,still
i,,go
i,,therapy
know,still
know,go
know,therapy
hard,still
hard,go
hard,therapy
wanna,still
wanna,go
wanna,therapy
break,still
break,go
break,therapy
felt,still
felt,go
felt,therapy
like,still
like,go
like,therapy
hurting,still
hurting,go
hurting,therapy
him,,still
him,,go
him,,therapy
understand,still
understand,go
understand,therapy
feeling,,still
feeling,,go
feeling,,therapy
really,still
really,go
really,therapy
upset,,still
upset,,go
upset,,therapy
first,still
first,go
first,therapy
time,still
time,go
time,therapy
depression,still
depression,go
depression,therapy
really,,still
really,,go
really,,therapy
recognize,still
recognize,go
recognize,therapy
recognize,still
recognize,go
recognize,therapy
depression,still
depression,go
depression,therapy
went,still
went,go
went,therapy
somehow,still
somehow,go
somehow,therapy
i,,still
i,,go
i,,therapy
the,,still
the,,go
the,,therapy
knowledge,still
knowledge,go
knowledge,therapy
the,,still
the,,go
the,,therapy
able,still
able,go
able,therapy
to,,still
to,,go
to,,therapy
take,still
take,go
take,therapy
psychiatrist,still
psychiatrist,go
psychiatrist,therapy
remember,still
remember,go
remember,therapy
paid,still
paid,go
paid,therapy
hour,,still
hour,,go
hour,,therapy
prescribed,still
prescribed,go
prescribed,therapy
xanax,still
xanax,go
xanax,therapy
help,still
help,go
help,therapy
relax,still
relax,go
relax,therapy
me,,still
me,,go
me,,therapy
guess,still
guess,go
guess,therapy
helped,still
helped,go
helped,therapy
get,still
get,go
get,therapy
i've,still
i've,go
i've,therapy
depression,still
depression,go
depression,therapy
throughout,still
throughout,go
throughout,therapy
year,still
year,go
year,therapy
know,still
know,go
know,therapy
little,still
little,go
little,therapy
bit,still
bit,go
bit,therapy
various,still
various,go
various,therapy
reason,still
reason,go
reason,therapy
as,,still
as,,go
as,,therapy
guess,still
guess,go
guess,therapy
usually,still
usually,go
usually,therapy
relationship,still
relationship,go
relationship,therapy
*laughter*,still
*laughter*,go
*laughter*,therapy
know,,still
know,,go
know,,therapy
um,,still
um,,go
um,,therapy
yeah,still
yeah,go
yeah,therapy
recent,still
recent,go
recent,therapy
time,still
time,go
time,therapy
diagnosed,,still
diagnosed,,go
diagnosed,,therapy
put,still
put,go
put,therapy
meds,,still
meds,,go
meds,,therapy
probably,still
probably,go
probably,therapy
about,,still
about,,go
about,,therapy
two,still
two,go
two,therapy
year,still
year,go
year,therapy
ago,still
ago,go
ago,therapy
stop,um
stop,money
stop,insurance,
stop,otherwise
stop,yeah
stop,i'd
stop,happy
stop,to,
stop,go
stop,therapy
stop,*laughter*,
stop,anything
stop,might
stop,help
um,tell
um,last
um,time
um,felt
um,really
um,happy
money,tell
money,last
money,time
money,felt
money,really
money,happy
insurance,,tell
insurance,,last
insurance,,time
insurance,,felt
insurance,,really
insurance,,happy
otherwise,tell
otherwise,last
otherwise,time
otherwise,felt
otherwise,really
otherwise,happy
yeah,tell
yeah,last
yeah,time
yeah,felt
yeah,really
yeah,happy
i'd,tell
i'd,last
i'd,time
i'd,felt
i'd,really
i'd,happy
happy,tell
happy,last
happy,time
happy,felt
happy,really
happy,happy
to,,tell
to,,last
to,,time
to,,felt
to,,really
to,,happy
go,tell
go,last
go,time
go,felt
go,really
go,happy
therapy,tell
therapy,last
therapy,time
therapy,felt
therapy,really
therapy,happy
*laughter*,,tell
*laughter*,,last
*laughter*,,time
*laughter*,,felt
*laughter*,,really
*laughter*,,happy
anything,tell
anything,last
anything,time
anything,felt
anything,really
anything,happy
might,tell
might,last
might,time
might,felt
might,really
might,happy
help,tell
help,last
help,time
help,felt
help,really
help,happy
tell,ooh
tell,*laughter*,
tell,boy,
tell,last
tell,time
tell,felt
tell,really
tell,happy,
tell,um,
tell,know
tell,guess
tell,maybe,
tell,child
tell,born,
tell,that's
last,ooh
last,*laughter*,
last,boy,
last,last
last,time
last,felt
last,really
last,happy,
last,um,
last,know
last,guess
last,maybe,
last,child
last,born,
last,that's
time,ooh
time,*laughter*,
time,boy,
time,last
time,time
time,felt
time,really
time,happy,
time,um,
time,know
time,guess
time,maybe,
time,child
time,born,
time,that's
felt,ooh
felt,*laughter*,
felt,boy,
felt,last
felt,time
felt,felt
felt,really
felt,happy,
felt,um,
felt,know
felt,guess
felt,maybe,
felt,child
felt,born,
felt,that's
really,ooh
really,*laughter*,
really,boy,
really,last
really,time
really,felt
really,really
really,happy,
really,um,
really,know
really,guess
really,maybe,
really,child
really,born,
really,that's
happy,ooh
happy,*laughter*,
happy,boy,
happy,last
happy,time
happy,felt
happy,really
happy,happy,
happy,um,
happy,know
happy,guess
happy,maybe,
happy,child
happy,born,
happy,that's
ooh,feel
ooh,moment
*laughter*,,feel
*laughter*,,moment
boy,,feel
boy,,moment
last,feel
last,moment
time,feel
time,moment
felt,feel
felt,moment
really,feel
really,moment
happy,,feel
happy,,moment
um,,feel
um,,moment
know,feel
know,moment
guess,feel
guess,moment
maybe,,feel
maybe,,moment
child,feel
child,moment
born,,feel
born,,moment
that's,feel
that's,moment
feel,*laughter*,
feel,um,
feel,guess
feel,happy
feel,know
feel,*laughter*
feel,know,
feel,always
feel,wanted
feel,child
feel,nice,
feel,them,
feel,that's,
feel,know
feel,that's
feel,remember
feel,guess
feel,remember
feel,good
feel,time
feel,well
feel,*laughter*
feel,remember
feel,bad
feel,time
moment,*laughter*,
moment,um,
moment,guess
moment,happy
moment,know
moment,*laughter*
moment,know,
moment,always
moment,wanted
moment,child
moment,nice,
moment,them,
moment,that's,
moment,know
moment,that's
moment,remember
moment,guess
moment,remember
moment,good
moment,time
moment,well
moment,*laughter*
moment,remember
moment,bad
moment,time
*laughter*,,tell
*laughter*,,something
*laughter*,,recently
*laughter*,,really
*laughter*,,enjoyed
um,,tell
um,,something
um,,recently
um,,really
um,,enjoyed
guess,tell
guess,something
guess,recently
guess,really
guess,enjoyed
happy,tell
happy,something
happy,recently
happy,really
happy,enjoyed
know,tell
know,something
know,recently
know,really
know,enjoyed
*laughter*,tell
*laughter*,something
*laughter*,recently
*laughter*,really
*laughter*,enjoyed
know,,tell
know,,something
know,,recently
know,,really
know,,enjoyed
always,tell
always,something
always,recently
always,really
always,enjoyed
wanted,tell
wanted,something
wanted,recently
wanted,really
wanted,enjoyed
child,tell
child,something
child,recently
child,really
child,enjoyed
nice,,tell
nice,,something
nice,,recently
nice,,really
nice,,enjoyed
them,,tell
them,,something
them,,recently
them,,really
them,,enjoyed
that's,,tell
that's,,something
that's,,recently
that's,,really
that's,,enjoyed
know,tell
know,something
know,recently
know,really
know,enjoyed
that's,tell
that's,something
that's,recently
that's,really
that's,enjoyed
remember,tell
remember,something
remember,recently
remember,really
remember,enjoyed
guess,tell
guess,something
guess,recently
guess,really
guess,enjoyed
remember,tell
remember,something
remember,recently
remember,really
remember,enjoyed
good,tell
good,something
good,recently
good,really
good,enjoyed
time,tell
time,something
time,recently
time,really
time,enjoyed
well,tell
well,something
well,recently
well,really
well,enjoyed
*laughter*,tell
*laughter*,something
*laughter*,recently
*laughter*,really
*laughter*,enjoyed
remember,tell
remember,something
remember,recently
remember,really
remember,enjoyed
bad,tell
bad,something
bad,recently
bad,really
bad,enjoyed
time,tell
time,something
time,recently
time,really
time,enjoyed
tell,,
tell,mm,
tell,something
tell,really
tell,enjoyed,
tell,well,
tell,let's
tell,see
tell,um,
tell,friday
tell,night
tell,went
tell,friend's
tell,house,
tell,met
tell,with,
tell,five
tell,girlfriend
tell,we,
tell,created
tell,vision
tell,boards,
tell,talked
tell,and,
tell,dinner,
tell,one
tell,house
tell,fun
something,,
something,mm,
something,something
something,really
something,enjoyed,
something,well,
something,let's
something,see
something,um,
something,friday
something,night
something,went
something,friend's
something,house,
something,met
something,with,
something,five
something,girlfriend
something,we,
something,created
something,vision
something,boards,
something,talked
something,and,
something,dinner,
something,one
something,house
something,fun
recently,,
recently,mm,
recently,something
recently,really
recently,enjoyed,
recently,well,
recently,let's
recently,see
recently,um,
recently,friday
recently,night
recently,went
recently,friend's
recently,house,
recently,met
recently,with,
recently,five
recently,girlfriend
recently,we,
recently,created
recently,vision
recently,boards,
recently,talked
recently,and,
recently,dinner,
recently,one
recently,house
recently,fun
really,,
really,mm,
really,something
really,really
really,enjoyed,
really,well,
really,let's
really,see
really,um,
really,friday
really,night
really,went
really,friend's
really,house,
really,met
really,with,
really,five
really,girlfriend
really,we,
really,created
really,vision
really,boards,
really,talked
really,and,
really,dinner,
really,one
really,house
really,fun
enjoyed,,
enjoyed,mm,
enjoyed,something
enjoyed,really
enjoyed,enjoyed,
enjoyed,well,
enjoyed,let's
enjoyed,see
enjoyed,um,
enjoyed,friday
enjoyed,night
enjoyed,went
enjoyed,friend's
enjoyed,house,
enjoyed,met
enjoyed,with,
enjoyed,five
enjoyed,girlfriend
enjoyed,we,
enjoyed,created
enjoyed,vision
enjoyed,boards,
enjoyed,talked
enjoyed,and,
enjoyed,dinner,
enjoyed,one
enjoyed,house
