okay,yes
made,gosh
made,remember
made,like
made,going
made,high
made,school,
made,like
made,second
made,day,
made,remember
made,guy
made,came
made,was,
made,um,
made,like
made,like
made,pretty
made,nice
made,thought,
made,realize
made,he'd,
made,like
made,like
made,movie
made,right
made,like
made,put
made,bandaids
made,back
made,said
made,like
made,i'm
made,fat
made,cow,
made,said
made,like
made,uh
made,like,
made,yeah,
made,like
made,bunch
made,mean
made,stuff
made,know
made,walked
made,around
made,like
made,half
made,hour
made,heard
made,people
made,laughing
made,get
made,finally
made,girl
made,came
made,like
made,hey,
made,there's
made,like
made,bandaids
made,back
made,say
made,mean
made,thing
made,walked
made,away
made,like
made,help
made,take
made,'em
made,off,
made,remember
made,like
made,get
made,'em
made,trying
made,find
made,'em
made,then,
made,um,
made,remember
made,like
made,putting
made,head
made,locker
made,like,
made,want
made,anyone
made,see
made,cry
made,like
made,put
made,head
made,locker,
made,like
made,pretended
made,like
made,looking
made,stuff
made,backpack
made,really
made,know,
made,cry
made,fat
made,kid
made,get
made,mean
made,sticker
made,back
feel,oh
feel,um,
feel,mm
feel,hmm
feel,little
feel,kid,
feel,uh
feel,fat
feel,fat
feel,kid,
feel,um,
feel,gosh
feel,remember
feel,like
feel,going
feel,high
feel,school,
feel,like
feel,second
feel,day,
feel,remember
feel,guy
feel,came
feel,was,
feel,um,
feel,like
feel,like
feel,pretty
feel,nice
feel,thought,
feel,realize
feel,he'd,
feel,like
feel,like
feel,movie
feel,right
feel,like
feel,put
feel,bandaids
feel,back
feel,said
feel,like
feel,i'm
feel,fat
feel,cow,
feel,said
feel,like
feel,uh
feel,like,
feel,yeah,
feel,like
feel,bunch
feel,mean
feel,stuff
feel,know
feel,walked
feel,around
feel,like
feel,half
feel,hour
feel,heard
feel,people
feel,laughing
feel,get
feel,finally
feel,girl
feel,came
feel,like
feel,hey,
feel,there's
feel,like
feel,bandaids
feel,back
feel,say
feel,mean
feel,thing
feel,walked
feel,away
feel,like
feel,help
feel,take
feel,'em
feel,off,
feel,remember
feel,like
feel,get
feel,'em
feel,trying
feel,find
feel,'em
feel,then,
feel,um,
feel,remember
feel,like
feel,putting
feel,head
feel,locker
feel,like,
feel,want
feel,anyone
feel,see
feel,cry
feel,like
feel,put
feel,head
feel,locker,
feel,like
feel,pretended
feel,like
feel,looking
feel,stuff
feel,backpack
feel,really
feel,know,
feel,cry
feel,fat
feel,kid
feel,get
feel,mean
feel,sticker
feel,back
really,oh
really,um,
really,mm
really,hmm
really,little
really,kid,
really,uh
really,fat
really,fat
really,kid,
really,um,
really,gosh
really,remember
really,like
really,going
really,high
really,school,
really,like
really,second
really,day,
really,remember
really,guy
really,came
really,was,
really,um,
really,like
really,like
really,pretty
really,nice
really,thought,
really,realize
really,he'd,
really,like
really,like
really,movie
really,right
really,like
really,put
really,bandaids
really,back
really,said
really,like
really,i'm
really,fat
really,cow,
really,said
really,like
really,uh
really,like,
really,yeah,
really,like
really,bunch
really,mean
really,stuff
really,know
really,walked
really,around
really,like
really,half
really,hour
really,heard
really,people
really,laughing
really,get
really,finally
really,girl
really,came
really,like
really,hey,
really,there's
really,like
really,bandaids
really,back
really,say
really,mean
really,thing
really,walked
really,away
really,like
really,help
really,take
really,'em
really,off,
really,remember
really,like
really,get
really,'em
really,trying
really,find
really,'em
really,then,
really,um,
really,remember
really,like
really,putting
really,head
really,locker
really,like,
really,want
really,anyone
really,see
really,cry
really,like
really,put
really,head
really,locker,
really,like
really,pretended
really,like
really,looking
really,stuff
really,backpack
really,really
really,know,
really,cry
really,fat
really,kid
really,get
really,mean
really,sticker
really,back
badly,oh
badly,um,
badly,mm
badly,hmm
badly,little
badly,kid,
badly,uh
badly,fat
badly,fat
badly,kid,
badly,um,
badly,gosh
badly,remember
badly,like
badly,going
badly,high
badly,school,
badly,like
badly,second
badly,day,
badly,remember
badly,guy
badly,came
badly,was,
badly,um,
badly,like
badly,like
badly,pretty
badly,nice
badly,thought,
badly,realize
badly,he'd,
badly,like
badly,like
badly,movie
badly,right
badly,like
badly,put
badly,bandaids
badly,back
badly,said
badly,like
badly,i'm
badly,fat
badly,cow,
badly,said
badly,like
badly,uh
badly,like,
badly,yeah,
badly,like
badly,bunch
badly,mean
badly,stuff
badly,know
badly,walked
badly,around
badly,like
badly,half
badly,hour
badly,heard
badly,people
badly,laughing
badly,get
badly,finally
badly,girl
badly,came
badly,like
badly,hey,
badly,there's
badly,like
badly,bandaids
badly,back
badly,say
badly,mean
badly,thing
badly,walked
badly,away
badly,like
badly,help
badly,take
badly,'em
badly,off,
badly,remember
badly,like
badly,get
badly,'em
badly,trying
badly,find
badly,'em
badly,then,
badly,um,
badly,remember
badly,like
badly,putting
badly,head
badly,locker
badly,like,
badly,want
badly,anyone
badly,see
badly,cry
badly,like
badly,put
badly,head
badly,locker,
badly,like
badly,pretended
badly,like
badly,looking
badly,stuff
badly,backpack
badly,really
badly,know,
badly,cry
badly,fat
badly,kid
badly,get
badly,mean
badly,sticker
badly,back
oh,i'm
oh,sorry
oh,hear
um,,i'm
um,,sorry
um,,hear
mm,i'm
mm,sorry
mm,hear
hmm,i'm
hmm,sorry
hmm,hear
little,i'm
little,sorry
little,hear
kid,,i'm
kid,,sorry
kid,,hear
uh,i'm
uh,sorry
uh,hear
fat,i'm
fat,sorry
fat,hear
fat,i'm
fat,sorry
fat,hear
kid,,i'm
kid,,sorry
kid,,hear
um,,i'm
um,,sorry
um,,hear
gosh,i'm
gosh,sorry
gosh,hear
remember,i'm
remember,sorry
remember,hear
like,i'm
like,sorry
like,hear
going,i'm
going,sorry
going,hear
high,i'm
high,sorry
high,hear
school,,i'm
school,,sorry
school,,hear
like,i'm
like,sorry
like,hear
second,i'm
second,sorry
second,hear
day,,i'm
day,,sorry
day,,hear
remember,i'm
remember,sorry
remember,hear
guy,i'm
guy,sorry
guy,hear
came,i'm
came,sorry
came,hear
was,,i'm
was,,sorry
was,,hear
um,,i'm
um,,sorry
um,,hear
like,i'm
like,sorry
like,hear
like,i'm
like,sorry
like,hear
pretty,i'm
pretty,sorry
pretty,hear
nice,i'm
nice,sorry
nice,hear
thought,,i'm
thought,,sorry
thought,,hear
realize,i'm
realize,sorry
realize,hear
he'd,,i'm
he'd,,sorry
he'd,,hear
like,i'm
like,sorry
like,hear
like,i'm
like,sorry
like,hear
movie,i'm
movie,sorry
movie,hear
right,i'm
right,sorry
right,hear
like,i'm
like,sorry
like,hear
put,i'm
put,sorry
put,hear
bandaids,i'm
bandaids,sorry
bandaids,hear
back,i'm
back,sorry
back,hear
said,i'm
said,sorry
said,hear
like,i'm
like,sorry
like,hear
i'm,i'm
i'm,sorry
i'm,hear
fat,i'm
fat,sorry
fat,hear
cow,,i'm
cow,,sorry
cow,,hear
said,i'm
said,sorry
said,hear
like,i'm
like,sorry
like,hear
uh,i'm
uh,sorry
uh,hear
like,,i'm
like,,sorry
like,,hear
yeah,,i'm
yeah,,sorry
yeah,,hear
like,i'm
like,sorry
like,hear
bunch,i'm
bunch,sorry
bunch,hear
mean,i'm
mean,sorry
mean,hear
stuff,i'm
stuff,sorry
stuff,hear
know,i'm
know,sorry
know,hear
walked,i'm
walked,sorry
walked,hear
around,i'm
around,sorry
around,hear
like,i'm
like,sorry
like,hear
half,i'm
half,sorry
half,hear
hour,i'm
hour,sorry
hour,hear
heard,i'm
heard,sorry
heard,hear
people,i'm
people,sorry
people,hear
laughing,i'm
laughing,sorry
laughing,hear
get,i'm
get,sorry
get,hear
finally,i'm
finally,sorry
finally,hear
girl,i'm
girl,sorry
girl,hear
came,i'm
came,sorry
came,hear
like,i'm
like,sorry
like,hear
hey,,i'm
hey,,sorry
hey,,hear
there's,i'm
there's,sorry
there's,hear
like,i'm
like,sorry
like,hear
bandaids,i'm
bandaids,sorry
bandaids,hear
back,i'm
back,sorry
back,hear
say,i'm
say,sorry
say,hear
mean,i'm
mean,sorry
mean,hear
thing,i'm
thing,sorry
thing,hear
walked,i'm
walked,sorry
walked,hear
away,i'm
away,sorry
away,hear
like,i'm
like,sorry
like,hear
help,i'm
help,sorry
help,hear
take,i'm
take,sorry
take,hear
'em,i'm
'em,sorry
'em,hear
off,,i'm
off,,sorry
off,,hear
remember,i'm
remember,sorry
remember,hear
like,i'm
like,sorry
like,hear
get,i'm
get,sorry
get,hear
'em,i'm
'em,sorry
'em,hear
trying,i'm
trying,sorry
trying,hear
find,i'm
find,sorry
find,hear
'em,i'm
'em,sorry
'em,hear
then,,i'm
then,,sorry
then,,hear
um,,i'm
um,,sorry
um,,hear
remember,i'm
remember,sorry
remember,hear
like,i'm
like,sorry
like,hear
putting,i'm
putting,sorry
putting,hear
head,i'm
head,sorry
head,hear
locker,i'm
locker,sorry
locker,hear
like,,i'm
like,,sorry
like,,hear
want,i'm
want,sorry
want,hear
anyone,i'm
anyone,sorry
anyone,hear
see,i'm
see,sorry
see,hear
cry,i'm
cry,sorry
cry,hear
like,i'm
like,sorry
like,hear
put,i'm
put,sorry
put,hear
head,i'm
head,sorry
head,hear
locker,,i'm
locker,,sorry
locker,,hear
like,i'm
like,sorry
like,hear
pretended,i'm
pretended,sorry
pretended,hear
like,i'm
like,sorry
like,hear
looking,i'm
looking,sorry
looking,hear
stuff,i'm
stuff,sorry
stuff,hear
backpack,i'm
backpack,sorry
backpack,hear
really,i'm
really,sorry
really,hear
know,,i'm
know,,sorry
know,,hear
cry,i'm
cry,sorry
cry,hear
fat,i'm
fat,sorry
fat,hear
kid,i'm
kid,sorry
kid,hear
get,i'm
get,sorry
get,hear
mean,i'm
mean,sorry
mean,hear
sticker,i'm
sticker,sorry
sticker,hear
back,i'm
back,sorry
back,hear
i'm,mm
i'm,yeah
sorry,mm
sorry,yeah
hear,mm
hear,yeah
mm,anything
mm,regret
yeah,anything
yeah,regret
anything,anything
regret,anything
anything,mhm
mhm,um,
mhm,probably,
mhm,yeah
um,,advice
um,,would
um,,give
um,,ten
um,,twenty
um,,year
um,,ago
probably,,advice
probably,,would
probably,,give
probably,,ten
probably,,twenty
probably,,year
probably,,ago
yeah,advice
yeah,would
yeah,give
yeah,ten
yeah,twenty
yeah,year
yeah,ago
advice,,
advice,um,
advice,know,
advice,would
advice,would
advice,try
advice,keep,
advice,would
advice,try
advice,let
advice,know
advice,look
advice,thing
advice,positively
advice,like
advice,worry
advice,people
advice,think
advice,you,
advice,think
advice,spent
advice,much
advice,time
advice,like
advice,adolescent,
advice,worrying
advice,people
advice,thought
advice,me,
advice,got
advice,older
advice,care
advice,much
advice,started
advice,enjoying
advice,life
advice,lot
would,,
would,um,
would,know,
would,would
would,would
would,try
would,keep,
would,would
would,try
would,let
would,know
would,look
would,thing
would,positively
would,like
would,worry
would,people
would,think
would,you,
would,think
would,spent
would,much
would,time
would,like
would,adolescent,
would,worrying
would,people
would,thought
would,me,
would,got
would,older
would,care
would,much
would,started
would,enjoying
would,life
would,lot
give,,
give,um,
give,know,
give,would
give,would
give,try
give,keep,
give,would
give,try
give,let
give,know
give,look
give,thing
give,positively
give,like
give,worry
give,people
give,think
give,you,
give,think
give,spent
give,much
give,time
give,like
give,adolescent,
give,worrying
give,people
give,thought
give,me,
give,got
give,older
give,care
give,much
give,started
give,enjoying
give,life
give,lot
ten,,
ten,um,
ten,know,
ten,would
ten,would
ten,try
ten,keep,
ten,would
ten,try
ten,let
ten,know
ten,look
ten,thing
ten,positively
ten,like
ten,worry
ten,people
ten,think
ten,you,
ten,think
ten,spent
ten,much
ten,time
ten,like
ten,adolescent,
ten,worrying
ten,people
ten,thought
ten,me,
ten,got
ten,older
ten,care
ten,much
ten,started
ten,enjoying
ten,life
ten,lot
twenty,,
twenty,um,
twenty,know,
twenty,would
twenty,would
twenty,try
twenty,keep,
twenty,would
twenty,try
twenty,let
twenty,know
twenty,look
twenty,thing
twenty,positively
twenty,like
twenty,worry
twenty,people
twenty,think
twenty,you,
twenty,think
twenty,spent
twenty,much
twenty,time
twenty,like
twenty,adolescent,
twenty,worrying
twenty,people
twenty,thought
twenty,me,
twenty,got
twenty,older
twenty,care
twenty,much
twenty,started
twenty,enjoying
twenty,life
twenty,lot
year,,
year,um,
year,know,
year,would
year,would
year,try
year,keep,
year,would
year,try
year,let
year,know
year,look
year,thing
year,positively
year,like
year,worry
year,people
year,think
year,you,
year,think
year,spent
year,much
year,time
year,like
year,adolescent,
year,worrying
year,people
year,thought
year,me,
year,got
year,older
year,care
year,much
year,started
year,enjoying
year,life
year,lot
ago,,
ago,um,
ago,know,
ago,would
ago,would
ago,try
ago,keep,
ago,would
ago,try
ago,let
ago,know
ago,look
ago,thing
ago,positively
ago,like
ago,worry
ago,people
ago,think
ago,you,
ago,think
ago,spent
ago,much
ago,time
ago,like
ago,adolescent,
ago,worrying
ago,people
ago,thought
ago,me,
ago,got
ago,older
ago,care
ago,much
ago,started
ago,enjoying
ago,life
ago,lot
,,tell
,,something
,,recently
,,really
,,enjoyed
um,,tell
um,,something
um,,recently
um,,really
um,,enjoyed
know,,tell
know,,something
know,,recently
know,,really
know,,enjoyed
would,tell
would,something
would,recently
would,really
would,enjoyed
would,tell
would,something
would,recently
would,really
would,enjoyed
try,tell
try,something
try,recently
try,really
try,enjoyed
keep,,tell
keep,,something
keep,,recently
keep,,really
keep,,enjoyed
would,tell
would,something
would,recently
would,really
would,enjoyed
try,tell
try,something
try,recently
try,really
try,enjoyed
let,tell
let,something
let,recently
let,really
let,enjoyed
know,tell
know,something
know,recently
know,really
know,enjoyed
look,tell
look,something
look,recently
look,really
look,enjoyed
thing,tell
thing,something
thing,recently
thing,really
thing,enjoyed
positively,tell
positively,something
positively,recently
positively,really
positively,enjoyed
like,tell
like,something
like,recently
like,really
like,enjoyed
worry,tell
worry,something
worry,recently
worry,really
worry,enjoyed
people,tell
people,something
people,recently
people,really
people,enjoyed
think,tell
think,something
think,recently
think,really
think,enjoyed
you,,tell
you,,something
you,,recently
you,,really
you,,enjoyed
think,tell
think,something
think,recently
think,really
think,enjoyed
spent,tell
spent,something
spent,recently
spent,really
spent,enjoyed
much,tell
much,something
much,recently
much,really
much,enjoyed
time,tell
time,something
time,recently
time,really
time,enjoyed
like,tell
like,something
like,recently
like,really
like,enjoyed
adolescent,,tell
adolescent,,something
adolescent,,recently
adolescent,,really
adolescent,,enjoyed
worrying,tell
worrying,something
worrying,recently
worrying,really
worrying,enjoyed
people,tell
people,something
people,recently
people,really
people,enjoyed
thought,tell
thought,something
thought,recently
thought,really
thought,enjoyed
me,,tell
me,,something
me,,recently
me,,really
me,,enjoyed
got,tell
got,something
got,recently
got,really
got,enjoyed
older,tell
older,something
older,recently
older,really
older,enjoyed
care,tell
care,something
care,recently
care,really
care,enjoyed
much,tell
much,something
much,recently
much,really
much,enjoyed
started,tell
started,something
started,recently
started,really
started,enjoyed
enjoying,tell
enjoying,something
enjoying,recently
enjoying,really
enjoying,enjoyed
life,tell
life,something
life,recently
life,really
life,enjoyed
lot,tell
lot,something
lot,recently
lot,really
lot,enjoyed
tell,uh
tell,went
tell,coachella
tell,music
tell,festival
tell,three
tell,day
tell,with,
tell,friend
tell,boyfriend
tell,we,
tell,uh
tell,danced
tell,went
tell,swimming
tell,barbecued
tell,laughed
tell,great
tell,time
something,uh
something,went
something,coachella
something,music
something,festival
something,three
something,day
something,with,
something,friend
something,boyfriend
something,we,
something,uh
something,danced
something,went
something,swimming
something,barbecued
something,laughed
something,great
something,time
recently,uh
recently,went
recently,coachella
recently,music
recently,festival
recently,three
recently,day
recently,with,
recently,friend
recently,boyfriend
recently,we,
recently,uh
recently,danced
recently,went
recently,swimming
recently,barbecued
recently,laughed
recently,great
recently,time
really,uh
really,went
really,coachella
really,music
really,festival
really,three
really,day
really,with,
really,friend
really,boyfriend
really,we,
really,uh
really,danced
really,went
really,swimming
really,barbecued
really,laughed
really,great
really,time
enjoyed,uh
enjoyed,went
enjoyed,coachella
enjoyed,music
enjoyed,festival
enjoyed,three
enjoyed,day
enjoyed,with,
enjoyed,friend
enjoyed,boyfriend
enjoyed,we,
enjoyed,uh
enjoyed,danced
enjoyed,went
enjoyed,swimming
enjoyed,barbecued
enjoyed,laughed
enjoyed,great
enjoyed,time
uh,awesome
went,awesome
coachella,awesome
music,awesome
festival,awesome
three,awesome
day,awesome
with,,awesome
friend,awesome
boyfriend,awesome
we,,awesome
uh,awesome
danced,awesome
went,awesome
swimming,awesome
barbecued,awesome
laughed,awesome
great,awesome
time,awesome
awesome,yeah
yeah,proud
yeah,life
proud,oh
proud,*sigh*
proud,um
proud,guess
proud,my,
proud,career
proud,humble
proud,may
proud,be,
proud,uh
proud,really
proud,stuck
proud,la
proud,um
proud,long
proud,time,
proud,uh,
proud,like
proud,hard
proud,stayed
proud,stuck
proud,around
proud,quit
proud,so,
proud,know
proud,i'm
proud,proud
proud,i've
proud,managed
proud,like
proud,follow
proud,dream
proud,really
proud,stay
proud,and,
proud,try
proud,make
proud,hollywood
life,oh
life,*sigh*
life,um
life,guess
life,my,
life,career
life,humble
life,may
life,be,
life,uh
life,really
life,stuck
life,la
life,um
life,long
life,time,
life,uh,
life,like
life,hard
life,stayed
life,stuck
life,around
life,quit
life,so,
life,know
life,i'm
life,proud
life,i've
life,managed
life,like
life,follow
life,dream
life,really
life,stay
life,and,
life,try
life,make
life,hollywood
oh,that's
oh,great
*sigh*,that's
*sigh*,great
um,that's
um,great
guess,that's
guess,great
my,,that's
my,,great
career,that's
career,great
humble,that's
humble,great
may,that's
may,great
be,,that's
be,,great
uh,that's
uh,great
really,that's
really,great
stuck,that's
stuck,great
la,that's
la,great
um,that's
um,great
long,that's
long,great
time,,that's
time,,great
uh,,that's
uh,,great
like,that's
like,great
hard,that's
hard,great
stayed,that's
stayed,great
stuck,that's
stuck,great
around,that's
around,great
quit,that's
quit,great
so,,that's
so,,great
know,that's
know,great
i'm,that's
i'm,great
proud,that's
proud,great
i've,that's
i've,great
managed,that's
managed,great
like,that's
like,great
follow,that's
follow,great
dream,that's
dream,great
really,that's
really,great
stay,that's
stay,great
and,,that's
and,,great
try,that's
try,great
make,that's
make,great
hollywood,that's
hollywood,great
that's,pleasure
great,pleasure
pleasure,pleasure
